Freq.	V(n003)/V(n001)
2.22843514927033e+03	(-4.30801711200283e+01dB,8.95980923027579e+01°)
2.23872113856836e+03	(-4.30400152322642e+01dB,8.95962299038631e+01°)
2.24905460583581e+03	(-4.29998578993242e+01dB,8.95943588070238e+01°)
2.25943577022100e+03	(-4.29596991077848e+01dB,8.95924789706742e+01°)
2.26986485188385e+03	(-4.29195388440971e+01dB,8.95905903530362e+01°)
2.28034207200044e+03	(-4.28793770945863e+01dB,8.95886929121191e+01°)
2.29086765276780e+03	(-4.28392138454498e+01dB,8.95867866057179e+01°)
2.30144181740853e+03	(-4.27990490827561e+01dB,8.95848713914119e+01°)
2.31206479017562e+03	(-4.27588827924442e+01dB,8.95829472265636e+01°)
2.32273679635713e+03	(-4.27187149603216e+01dB,8.95810140683174e+01°)
2.33345806228103e+03	(-4.26785455720634e+01dB,8.95790718735985e+01°)
2.34422881531995e+03	(-4.26383746132113e+01dB,8.95771205991110e+01°)
2.35504928389604e+03	(-4.25982020691720e+01dB,8.95751602013373e+01°)
2.36591969748579e+03	(-4.25580279252159e+01dB,8.95731906365359e+01°)
2.37684028662490e+03	(-4.25178521664761e+01dB,8.95712118607410e+01°)
2.38781128291321e+03	(-4.24776747779469e+01dB,8.95692238297606e+01°)
2.39883291901952e+03	(-4.24374957444827e+01dB,8.95672264991749e+01°)
2.40990542868662e+03	(-4.23973150507963e+01dB,8.95652198243357e+01°)
2.42102904673621e+03	(-4.23571326814579e+01dB,8.95632037603640e+01°)
2.43220400907384e+03	(-4.23169486208938e+01dB,8.95611782621497e+01°)
2.44343055269400e+03	(-4.22767628533848e+01dB,8.95591432843491e+01°)
2.45470891568506e+03	(-4.22365753630648e+01dB,8.95570987813845e+01°)
2.46603933723437e+03	(-4.21963861339198e+01dB,8.95550447074417e+01°)
2.47742205763332e+03	(-4.21561951497860e+01dB,8.95529810164696e+01°)
2.48885731828242e+03	(-4.21160023943490e+01dB,8.95509076621779e+01°)
2.50034536169646e+03	(-4.20758078511417e+01dB,8.95488245980362e+01°)
2.51188643150961e+03	(-4.20356115035433e+01dB,8.95467317772721e+01°)
2.52348077248061e+03	(-4.19954133347778e+01dB,8.95446291528701e+01°)
2.53512863049794e+03	(-4.19552133279124e+01dB,8.95425166775695e+01°)
2.54683025258507e+03	(-4.19150114658561e+01dB,8.95403943038637e+01°)
2.55858588690568e+03	(-4.18748077313584e+01dB,8.95382619839979e+01°)
2.57039578276890e+03	(-4.18346021070072e+01dB,8.95361196699680e+01°)
2.58226019063463e+03	(-4.17943945752280e+01dB,8.95339673135189e+01°)
2.59417936211885e+03	(-4.17541851182820e+01dB,8.95318048661428e+01°)
2.60615354999893e+03	(-4.17139737182645e+01dB,8.95296322790780e+01°)
2.61818300821902e+03	(-4.16737603571035e+01dB,8.95274495033069e+01°)
2.63026799189542e+03	(-4.16335450165580e+01dB,8.95252564895544e+01°)
2.64240875732198e+03	(-4.15933276782164e+01dB,8.95230531882866e+01°)
2.65460556197557e+03	(-4.15531083234951e+01dB,8.95208395497088e+01°)
2.66685866452151e+03	(-4.15128869336367e+01dB,8.95186155237643e+01°)
2.67916832481907e+03	(-4.14726634897081e+01dB,8.95163810601320e+01°)
2.69153480392695e+03	(-4.14324379725993e+01dB,8.95141361082254e+01°)
2.70395836410888e+03	(-4.13922103630217e+01dB,8.95118806171908e+01°)
2.71643926883912e+03	(-4.13519806415060e+01dB,8.95096145359051e+01°)
2.72897778280808e+03	(-4.13117487884008e+01dB,8.95073378129746e+01°)
2.74157417192792e+03	(-4.12715147838709e+01dB,8.95050503967330e+01°)
2.75422870333820e+03	(-4.12312786078953e+01dB,8.95027522352399e+01°)
2.76694164541155e+03	(-4.11910402402659e+01dB,8.95004432762786e+01°)
2.77971326775933e+03	(-4.11507996605852e+01dB,8.94981234673546e+01°)
2.79254384123738e+03	(-4.11105568482649e+01dB,8.94957927556938e+01°)
2.80543363795175e+03	(-4.10703117825238e+01dB,8.94934510882406e+01°)
2.81838293126449e+03	(-4.10300644423863e+01dB,8.94910984116561e+01°)
2.83139199579942e+03	(-4.09898148066802e+01dB,8.94887346723162e+01°)
2.84446110744796e+03	(-4.09495628540352e+01dB,8.94863598163099e+01°)
2.85759054337499e+03	(-4.09093085628808e+01dB,8.94839737894370e+01°)
2.87078058202473e+03	(-4.08690519114442e+01dB,8.94815765372067e+01°)
2.88403150312665e+03	(-4.08287928777490e+01dB,8.94791680048355e+01°)
2.89734358770136e+03	(-4.07885314396127e+01dB,8.94767481372450e+01°)
2.91071711806665e+03	(-4.07482675746448e+01dB,8.94743168790604e+01°)
2.92415237784338e+03	(-4.07080012602453e+01dB,8.94718741746082e+01°)
2.93764965196157e+03	(-4.06677324736021e+01dB,8.94694199679143e+01°)
2.95120922666643e+03	(-4.06274611916893e+01dB,8.94669542027020e+01°)
2.96483138952439e+03	(-4.05871873912653e+01dB,8.94644768223900e+01°)
2.97851642942923e+03	(-4.05469110488704e+01dB,8.94619877700904e+01°)
2.99226463660823e+03	(-4.05066321408250e+01dB,8.94594869886065e+01°)
3.00607630262828e+03	(-4.04663506432274e+01dB,8.94569744204307e+01°)
3.01995172040206e+03	(-4.04260665319517e+01dB,8.94544500077428e+01°)
3.03389118419432e+03	(-4.03857797826458e+01dB,8.94519136924072e+01°)
3.04789498962803e+03	(-4.03454903707290e+01dB,8.94493654159714e+01°)
3.06196343369072e+03	(-4.03051982713899e+01dB,8.94468051196636e+01°)
3.07609681474075e+03	(-4.02649034595845e+01dB,8.94442327443902e+01°)
3.09029543251364e+03	(-4.02246059100334e+01dB,8.94416482307342e+01°)
3.10455958812840e+03	(-4.01843055972204e+01dB,8.94390515189527e+01°)
3.11888958409398e+03	(-4.01440024953892e+01dB,8.94364425489744e+01°)
3.13328572431563e+03	(-4.01036965785420e+01dB,8.94338212603977e+01°)
3.14774831410136e+03	(-4.00633878204369e+01dB,8.94311875924885e+01°)
3.16227766016843e+03	(-4.00230761945854e+01dB,8.94285414841774e+01°)
3.17687407064982e+03	(-3.99827616742501e+01dB,8.94258828740578e+01°)
3.19153785510081e+03	(-3.99424442324428e+01dB,8.94232117003835e+01°)
3.20626932450552e+03	(-3.99021238419212e+01dB,8.94205279010661e+01°)
3.22106879128348e+03	(-3.98618004751876e+01dB,8.94178314136729e+01°)
3.23593656929633e+03	(-3.98214741044853e+01dB,8.94151221754244e+01°)
3.25087297385440e+03	(-3.97811447017970e+01dB,8.94124001231916e+01°)
3.26587832172341e+03	(-3.97408122388421e+01dB,8.94096651934940e+01°)
3.28095293113124e+03	(-3.97004766870737e+01dB,8.94069173224968e+01°)
3.29609712177463e+03	(-3.96601380176770e+01dB,8.94041564460082e+01°)
3.31131121482596e+03	(-3.96197962015656e+01dB,8.94013824994776e+01°)
3.32659553294010e+03	(-3.95794512093800e+01dB,8.93985954179922e+01°)
3.34195040026120e+03	(-3.95391030114842e+01dB,8.93957951362750e+01°)
3.35737614242960e+03	(-3.94987515779634e+01dB,8.93929815886819e+01°)
3.37287308658874e+03	(-3.94583968786213e+01dB,8.93901547091991e+01°)
3.38844156139208e+03	(-3.94180388829774e+01dB,8.93873144314406e+01°)
3.40408189701006e+03	(-3.93776775602642e+01dB,8.93844606886453e+01°)
3.41979442513714e+03	(-3.93373128794245e+01dB,8.93815934136746e+01°)
3.43557947899880e+03	(-3.92969448091087e+01dB,8.93787125390091e+01°)
3.45143739335862e+03	(-3.92565733176720e+01dB,8.93758179967467e+01°)
3.46736850452537e+03	(-3.92161983731713e+01dB,8.93729097185988e+01°)
3.48337315036018e+03	(-3.91758199433627e+01dB,8.93699876358883e+01°)
3.49945167028363e+03	(-3.91354379956986e+01dB,8.93670516795463e+01°)
3.51560440528304e+03	(-3.90950524973242e+01dB,8.93641017801095e+01°)
3.53183169791963e+03	(-3.90546634150756e+01dB,8.93611378677170e+01°)
3.54813389233581e+03	(-3.90142707154757e+01dB,8.93581598721075e+01°)
3.56451133426250e+03	(-3.89738743647321e+01dB,8.93551677226165e+01°)
3.58096437102642e+03	(-3.89334743287335e+01dB,8.93521613481731e+01°)
3.59749335155748e+03	(-3.88930705730469e+01dB,8.93491406772969e+01°)
3.61409862639619e+03	(-3.88526630629145e+01dB,8.93461056380954e+01°)
3.63078054770108e+03	(-3.88122517632503e+01dB,8.93430561582602e+01°)
3.64753946925614e+03	(-3.87718366386376e+01dB,8.93399921650647e+01°)
3.66437574647840e+03	(-3.87314176533249e+01dB,8.93369135853601e+01°)
3.68128973642538e+03	(-3.86909947712236e+01dB,8.93338203455729e+01°)
3.69828179780273e+03	(-3.86505679559038e+01dB,8.93307123717013e+01°)
3.71535229097179e+03	(-3.86101371705921e+01dB,8.93275895893123e+01°)
3.73250157795727e+03	(-3.85697023781673e+01dB,8.93244519235379e+01°)
3.74973002245490e+03	(-3.85292635411577e+01dB,8.93212992990723e+01°)
3.76703798983916e+03	(-3.84888206217373e+01dB,8.93181316401683e+01°)
3.78442584717100e+03	(-3.84483735817228e+01dB,8.93149488706337e+01°)
3.80189396320568e+03	(-3.84079223825698e+01dB,8.93117509138286e+01°)
3.81944270840053e+03	(-3.83674669853693e+01dB,8.93085376926609e+01°)
3.83707245492286e+03	(-3.83270073508445e+01dB,8.93053091295839e+01°)
3.85478357665779e+03	(-3.82865434393471e+01dB,8.93020651465919e+01°)
3.87257644921624e+03	(-3.82460752108536e+01dB,8.92988056652171e+01°)
3.89045144994288e+03	(-3.82056026249617e+01dB,8.92955306065258e+01°)
3.90840895792409e+03	(-3.81651256408866e+01dB,8.92922398911149e+01°)
3.92644935399607e+03	(-3.81246442174577e+01dB,8.92889334391082e+01°)
3.94457302075286e+03	(-3.80841583131143e+01dB,8.92856111701525e+01°)
3.96278034255447e+03	(-3.80436678859020e+01dB,8.92822730034140e+01°)
3.98107170553505e+03	(-3.80031728934692e+01dB,8.92789188575745e+01°)
3.99944749761105e+03	(-3.79626732930629e+01dB,8.92755486508274e+01°)
4.01790810848947e+03	(-3.79221690415249e+01dB,8.92721623008741e+01°)
4.03645392967613e+03	(-3.78816600952878e+01dB,8.92687597249198e+01°)
4.05508535448391e+03	(-3.78411464103713e+01dB,8.92653408396696e+01°)
4.07380277804120e+03	(-3.78006279423779e+01dB,8.92619055613247e+01°)
4.09260659730019e+03	(-3.77601046464890e+01dB,8.92584538055780e+01°)
4.11149721104530e+03	(-3.77195764774606e+01dB,8.92549854876102e+01°)
4.13047501990169e+03	(-3.76790433896196e+01dB,8.92515005220857e+01°)
4.14954042634371e+03	(-3.76385053368592e+01dB,8.92479988231482e+01°)
4.16869383470343e+03	(-3.75979622726349e+01dB,8.92444803044167e+01°)
4.18793565117926e+03	(-3.75574141499600e+01dB,8.92409448789812e+01°)
4.20726628384452e+03	(-3.75168609214017e+01dB,8.92373924593980e+01°)
4.22668614265611e+03	(-3.74763025390764e+01dB,8.92338229576859e+01°)
4.24619563946321e+03	(-3.74357389546456e+01dB,8.92302362853213e+01°)
4.26579518801601e+03	(-3.73951701193110e+01dB,8.92266323532340e+01°)
4.28548520397448e+03	(-3.73545959838106e+01dB,8.92230110718024e+01°)
4.30526610491719e+03	(-3.73140164984137e+01dB,8.92193723508493e+01°)
4.32513831035017e+03	(-3.72734316129165e+01dB,8.92157160996370e+01°)
4.34510224171580e+03	(-3.72328412766377e+01dB,8.92120422268626e+01°)
4.36515832240174e+03	(-3.71922454384135e+01dB,8.92083506406534e+01°)
4.38530697774994e+03	(-3.71516440465928e+01dB,8.92046412485621e+01°)
4.40554863506562e+03	(-3.71110370490330e+01dB,8.92009139575618e+01°)
4.42588372362635e+03	(-3.70704243930945e+01dB,8.91971686740414e+01°)
4.44631267469118e+03	(-3.70298060256364e+01dB,8.91934053038003e+01°)
4.46683592150972e+03	(-3.69891818930113e+01dB,8.91896237520437e+01°)
4.48745389933141e+03	(-3.69485519410601e+01dB,8.91858239233772e+01°)
4.50816704541469e+03	(-3.69079161151077e+01dB,8.91820057218021e+01°)
4.52897579903630e+03	(-3.68672743599571e+01dB,8.91781690507098e+01°)
4.54988060150058e+03	(-3.68266266198850e+01dB,8.91743138128768e+01°)
4.57088189614884e+03	(-3.67859728386361e+01dB,8.91704399104593e+01°)
4.59198012836878e+03	(-3.67453129594181e+01dB,8.91665472449879e+01°)
4.61317574560389e+03	(-3.67046469248965e+01dB,8.91626357173622e+01°)
4.63446919736298e+03	(-3.66639746771889e+01dB,8.91587052278450e+01°)
4.65586093522969e+03	(-3.66232961578602e+01dB,8.91547556760572e+01°)
4.67735141287208e+03	(-3.65826113079166e+01dB,8.91507869609721e+01°)
4.69894108605225e+03	(-3.65419200678004e+01dB,8.91467989809092e+01°)
4.72063041263600e+03	(-3.65012223773842e+01dB,8.91427916335290e+01°)
4.74241985260254e+03	(-3.64605181759657e+01dB,8.91387648158271e+01°)
4.76430986805426e+03	(-3.64198074022615e+01dB,8.91347184241281e+01°)
4.78630092322648e+03	(-3.63790899944018e+01dB,8.91306523540797e+01°)
4.80839348449739e+03	(-3.63383658899243e+01dB,8.91265665006469e+01°)
4.83058802039783e+03	(-3.62976350257684e+01dB,8.91224607581055e+01°)
4.85288500162131e+03	(-3.62568973382696e+01dB,8.91183350200363e+01°)
4.87528490103397e+03	(-3.62161527631530e+01dB,8.91141891793186e+01°)
4.89778819368457e+03	(-3.61754012355275e+01dB,8.91100231281239e+01°)
4.92039535681461e+03	(-3.61346426898800e+01dB,8.91058367579097e+01°)
4.94310686986846e+03	(-3.60938770600686e+01dB,8.91016299594127e+01°)
4.96592321450347e+03	(-3.60531042793170e+01dB,8.90974026226426e+01°)
4.98884487460023e+03	(-3.60123242802075e+01dB,8.90931546368752e+01°)
5.01187233627283e+03	(-3.59715369946753e+01dB,8.90888858906458e+01°)
5.03500608787916e+03	(-3.59307423540018e+01dB,8.90845962717423e+01°)
5.05824662003125e+03	(-3.58899402888080e+01dB,8.90802856671983e+01°)
5.08159442560572e+03	(-3.58491307290479e+01dB,8.90759539632865e+01°)
5.10504999975417e+03	(-3.58083136040021e+01dB,8.90716010455112e+01°)
5.12861383991376e+03	(-3.57674888422709e+01dB,8.90672267986012e+01°)
5.15228644581768e+03	(-3.57266563717676e+01dB,8.90628311065030e+01°)
